"Effect_Size_ID","Study_ID","Species_ID","Treatment_ID_T1","Treatment_ID_T2","Trait_ID","First_Author","Title","Year","Journal","Journal_Impact_Factor-2021","Kingdom","Phylum","Class","Order","Family","Scientific_Name","Ecosystem","Plasticity_Mechanism","Developmental_Exposure_Time_Category","Developmental_Exposure_Time","Acclimation_Exposure_Time","Exposure_Units","T1_constant","T1_fluctuation","T2_constant","T2_fluctuation","High","Fluctuation_Magnitude","Fluctuation_Category","Fluctuation_Period","Fluctuation_Unit","Number_Of_Fluctuations","Acclimation_Life-History_Stage","Acclimation_Life-History_Stage_Category","Trait_Category","Measurement","Trait_Unit","Sex","Performance_Curve","Complex_Design","Species_Overlap","Animal_Overlap_T1_Constant","Animal_Overlap_T1_Fluctuation","Animal_Overlap_Trait_T1","Animal_Overlap_T2_Constant","Animal_Overlap_T2_Fluctuation","Animal_Overlap_Trait_T2","Animal_Code","Shared_Animal_Number","Shared_Control_T1","Shared_Control_T2","Shared_Control_Code","Shared_Control_Number","n_T1_C","Mean_T1_C","SD_Final_T1_C","n_T1_F","Mean_T1_F","SD_Final_T1_F","n_T2_C","Mean_T2_C","SD_Final_T2_C","n_T2_F","Mean_T2_F","SD_Final_T2_F","Percentage_Transformation_T1","Proportion_Transformation_T1","In_Transformation_T1","Percentage_Transformation_T2","Proportion_Transformation_T2","In_Transformation_T2","Mean_Transformed_T1_C","SD_Final_Transformed_T1_C","Mean_Transformed_T1_F","SD_Final_Transformed_T1_F","Mean_Transformed_T2_C","SD_Final_Transformed_T2_C","Mean_Transformed_T2_F","SD_Final_Transformed_T2_F","Mean_T1_C_Add","SD_Final_T1_C_Add","Mean_T1_F_Add","SD_Final_T1_F_Add","Mean_T2_C_Add","SD_Final_T2_C_Add","Mean_T2_F_Add","SD_Final_T2_F_Add","InRR_Transformed","v_InRR","InRR_Untransformed","v_InRR_Untransformed","Year_Z","Precision"
23,13,1,5,11,3,"J. M. Hall","Ecologically Relevant Thermal Fluctuations Enhance Offspring Fitness: Biological And Methodological Implications For Studies Of Thermal Developmental Plasticity",2020,"Journal Of Experimental Biology",3.308,"Metazoa","Chordata","NA","Squamata","Dactyloidae","Anolis sagrei","Terrestrial","Acclimation","NA","NA","8","Days",20.7,20.7,26.3,26.3,"T2",13,"Stochastic","1","Day","8","Egg","Embryo","Physiological","Metabolic Rate","microL/hr","NA","Yes","Yes","A","A","E","A","B","H","A","13:A:A:E:B:H:A:A",7,"A","C","13:A:A:C:3",17,12,16.13,3.29,12,19.06,3.87,11,35.24,3.84,12,32.74,5.42,"No","No","No","No","No","No",16.63,3.79,19.56,4.37,35.74,4.34,33.24,5.92,16.63,3.79,19.56,4.37,35.74,4.34,33.24,5.92,-0.0419276627046195,0.191043003799207,-0.0419276627046195,0.191043003799207,0.93767643627774,-0.103865876773741
24,13,1,6,12,4,"J. M. Hall","Ecologically Relevant Thermal Fluctuations Enhance Offspring Fitness: Biological And Methodological Implications For Studies Of Thermal Developmental Plasticity",2020,"Journal Of Experimental Biology",3.308,"Metazoa","Chordata","NA","Squamata","Dactyloidae","Anolis sagrei","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",20.7,20.7,26.3,26.3,"T2",13,"Stochastic","1","Day","NA","NA","NA","Morphology","Length","mm","NA","No","Yes","A","A","E","A","B","H","A","13:A:A:E:B:H:A:A",7,"B","D","13:A:B:D:4",18,8,20.84,1.04,22,20.62,0.81,21,20.46,0.95,23,20.34,0.79,"No","No","No","No","No","No",21.34,1.54,21.12,1.31,20.96,1.45,20.84,1.29,21.34,1.54,21.12,1.31,20.96,1.45,20.84,1.29,0.000825204369262725,0.179791765232752,0.000825204369262725,0.179791765232752,0.93767643627774,-0.0114147600203536
25,13,1,6,12,6,"J. M. Hall","Ecologically Relevant Thermal Fluctuations Enhance Offspring Fitness: Biological And Methodological Implications For Studies Of Thermal Developmental Plasticity",2020,"Journal Of Experimental Biology",3.308,"Metazoa","Chordata","NA","Squamata","Dactyloidae","Anolis sagrei","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",20.7,20.7,26.3,26.3,"T2",13,"Stochastic","1","Day","NA","NA","NA","Morphology","Tail Length","mm","NA","No","Yes","A","A","E","A","B","H","A","13:A:A:E:B:H:A:A",7,"B","D","13:A:B:D:6",19,46,30,2.37,49,30.58,1.86,50,32.05,1.68,49,31.63,1.65,"No","No","No","No","No","No",30.5,2.87,31.08,2.36,32.55,2.18,32.13,2.15,30.5,2.87,31.08,2.36,32.55,2.18,32.13,2.15,-0.0056830423951592,0.179062679536974,-0.00568304239515924,0.179062679536974,0.93767643627774,-0.00502305881379386
26,14,1,1,2,1,"F. Boher","Ectotherms In Variable Thermal Landscapes: A Physiological Evaluation Of The Invasive Potential Of Fruit Flies Species",2016,"Frontiers In Physiology",4.755,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila melanogaster","Terrestrial","Acclimation","NA","NA","14","Days",17,17,24,24,"T2",10,"NA","NA","NA","NA","Adult","Adult","Gene Expression","hsp90","Relative Expression","NA","No","Yes","A","A","B","A","C","D","A","14:A:A:B:C:D:A:A",8,"A","B","14:A:A:B:1",20,3,4.00298507462687,1.69068840022395,3,3.14328358208955,1.81477562225873,3,0.994029850746269,0,3,1.59402985074627,0.682479721191318,"No","No","No","No","No","No",4.50298507462687,2.19068840022395,3.64328358208955,2.31477562225873,1.49402985074627,0.5,2.09402985074627,1.18247972119132,4.50298507462687,2.19068840022395,3.64328358208955,2.31477562225873,1.49402985074627,0.5,2.09402985074627,1.18247972119132,0.0784954956504775,0.499934148356493,0.0784954956504776,0.499934148356493,0.489199494391942,-1.0166630362743
27,14,2,1,2,1,"F. Boher","Ectotherms In Variable Thermal Landscapes: A Physiological Evaluation Of The Invasive Potential Of Fruit Flies Species",2016,"Frontiers In Physiology",4.755,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila gaucha","Terrestrial","Acclimation","NA","NA","14","Days",17,17,24,24,"T2",10,"NA","NA","NA","NA","Adult","Adult","Gene Expression","hsp90","Relative Expression","NA","No","Yes","B","A","B","A","C","D","A","14:B:A:B:C:D:A:A",9,"A","B","14:B:A:B:1",21,3,0.93134328358209,0.66696881843697,3,1.03880597014925,0.403283471613052,3,0.994029850746269,0,3,1.06567164179104,0.635947012928274,"No","No","No","No","No","No",1.43134328358209,1.16696881843697,1.53880597014925,0.903283471613052,1.49402985074627,0.5,1.56567164179104,1.13594701292827,1.43134328358209,1.16696881843697,1.53880597014925,0.903283471613052,1.49402985074627,0.5,1.56567164179104,1.13594701292827,-0.00365079715034949,0.692083763915944,-0.0036507971503494,0.692083763915945,0.489199494391942,-1.1734033887154
28,16,1,1,3,1,"C. Y. Chen","Effect Of Warming With Temperature Oscillations On A Low-Latitude Aphid, Aphis Craccivora",2013,"Bulletin Of Entomological Research",2.048,"Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis craccivora","Terrestrial","Developmental Plasticity","Juvenile","Nymphal Period","NA","NA",28.6,28.6,32.5,32.5,"T2",6.5,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Life-History Traits","Development Time","day-1","NA","No","Yes","A","A","B","A","E","F","A","16:A:A:B:E:F:A:A",10,"A","C","16:A:A:C:1",22,40,0.244411764705882,0.0148813066360865,40,0.203823529411765,0.0148813066360865,40,0.201176470588235,0.0130211433065756,40,0.169705882352941,0.0167414699655972,"No","No","No","No","No","No",0.744411764705882,0.514881306636086,0.703823529411765,0.514881306636086,0.701176470588235,0.513021143306576,0.669705882352941,0.516741469965597,0.744411764705882,0.514881306636086,0.703823529411765,0.514881306636086,0.701176470588235,0.513021143306576,0.669705882352941,0.516741469965597,0.00260146423467935,0.310016287997613,0.00260146423467932,0.310016287997614,0.152841787977594,-0.670818230887845
29,16,1,1,3,2,"C. Y. Chen","Effect Of Warming With Temperature Oscillations On A Low-Latitude Aphid, Aphis Craccivora",2013,"Bulletin Of Entomological Research",2.048,"Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis craccivora","Terrestrial","Developmental Plasticity","Juvenile","Nymphal Period","NA","NA",28.6,28.6,32.5,32.5,"T2",6.5,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Life-History Traits","Longevity","Days","NA","No","Yes","A","A","B","A","E","F","A","16:A:A:B:E:F:A:A",10,"A","C","16:A:A:C:2",23,40,11.1138929581734,3.10091627876749,40,12.9816945342493,2.9532535988262,40,5.53383574964639,1.6242894793544,40,4.8801051980198,2.21494019911963,"No","No","No","No","No","No",11.6138929581734,3.60091627876749,13.4816945342493,3.4532535988262,6.03383574964639,2.1242894793544,5.3801051980198,2.71494019911963,11.6138929581734,3.60091627876749,13.4816945342493,3.4532535988262,6.03383574964639,2.1242894793544,5.3801051980198,2.71494019911963,-0.0676424991348326,0.269918699964502,-0.0676424991348326,0.269918699964502,0.152841787977594,-0.53557562611121
30,26,1,1,2,1,"M. Czarnoleski","Flies Developed Small Bodies And Small Cells In Warm And In Thermally Fluctuating Environments",2013,"Journal Of Experimental Biology",3.308,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila melanogaster","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",25.2,25.1,18.1,18.2,"T1",8,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Both","No","Yes","A","A","B","A","C","D","A","26:A:A:B:C:D:A:A",11,"A","B","26:A:A:B:1",24,13,8.14516129032258,0.508064516129032,13,8.08870967741935,0.508064516129034,13,18.758064516129,0.508064516129028,13,16.0483870967742,0.56451612903226,"No","No","No","No","No","No",8.64516129032258,1.00806451612903,8.58870967741935,1.00806451612903,19.258064516129,1.00806451612903,16.5483870967742,1.06451612903226,8.64516129032258,1.00806451612903,8.58870967741935,1.00806451612903,19.258064516129,1.00806451612903,16.5483870967742,1.06451612903226,0.0204352119344519,0.143479728963333,0.0204352119344519,0.143479728963333,0.152841787977594,0.385871021231296
31,26,1,1,2,2,"M. Czarnoleski","Flies Developed Small Bodies And Small Cells In Warm And In Thermally Fluctuating Environments",2013,"Journal Of Experimental Biology",3.308,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila melanogaster","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",25.2,25.1,18.1,18.2,"T1",8,"Alternating","1","Day","NA","NA","NA","Morphology","Thorax Size","mm","Female","No","Yes","A","A","B","A","C","D","A","26:A:A:B:C:D:A:A",11,"A","B","26:A:A:B:2",25,13,0.946680497925311,0.0435684647302905,13,0.931742738589211,0.0423236514522821,13,0.98402489626556,0.0435684647302905,13,0.98402489626556,0.0435684647302905,"No","No","No","No","No","No",1.44668049792531,0.543568464730291,1.43174273858921,0.542323651452282,1.48402489626556,0.543568464730291,1.48402489626556,0.543568464730291,1.44668049792531,0.543568464730291,1.43174273858921,0.542323651452282,1.48402489626556,0.543568464730291,1.48402489626556,0.543568464730291,-0.0014618619155506,0.183381783660258,-0.00146186191555058,0.183381783660258,0.152841787977594,-0.0421462382794802
32,26,1,1,2,3,"M. Czarnoleski","Flies Developed Small Bodies And Small Cells In Warm And In Thermally Fluctuating Environments",2013,"Journal Of Experimental Biology",3.308,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila melanogaster","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",25.2,25.1,18.1,18.2,"T1",8,"Alternating","1","Day","NA","NA","NA","Morphology","Thorax Size","mm","Male","No","Yes","A","A","B","A","C","D","A","26:A:A:B:C:D:A:A",11,"A","B","26:A:A:B:3",26,13,0.810995850622406,0.0435684647302905,13,0.807261410788381,0.0423236514522821,13,0.884439834024896,0.0448132780082988,13,0.869502074688796,0.0448132780082988,"No","No","No","No","No","No",1.31099585062241,0.543568464730291,1.30726141078838,0.542323651452282,1.3844398340249,0.544813278008299,1.3695020746888,0.544813278008299,1.31099585062241,0.543568464730291,1.30726141078838,0.542323651452282,1.3844398340249,0.544813278008299,1.3695020746888,0.544813278008299,0.00112616399766653,0.191394206205174,0.00112616399766709,0.191394206205175,0.152841787977594,-0.106576756940161
33,27,1,1,3,2,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca sexta","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",20,20,25,25,"T2",10,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Morphology","Mass","g","NA","No","Yes","A","A","B","B","D","E","B","27:A:A:B:D:E:B:B",12,"A","B","27:A:A:B:2",27,10,1.60921501706485,0.16189134779019,10,1.84982935153584,0.161891347790191,10,2.21843003412969,0.30759356080136,10,1.84470989761092,0.178080482569211,"No","No","No","No","No","No",2.10921501706485,0.66189134779019,2.34982935153584,0.661891347790191,2.71843003412969,0.80759356080136,2.34470989761092,0.678080482569211,2.10921501706485,0.66189134779019,2.34982935153584,0.661891347790191,2.71843003412969,0.80759356080136,2.34470989761092,0.678080482569211,-0.0511839395677544,0.234970916955444,-0.0511839395677545,0.234970916955444,0.377080258920493,-0.380055962614451
34,27,1,1,3,3,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca sexta","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",20,20,25,25,"T2",10,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","NA","No","Yes","A","A","B","B","D","E","B","27:A:A:B:D:E:B:B",12,"A","B","27:A:A:B:3",28,10,18.1501976284585,0.599957816948938,10,21.7075098814229,0.74994727118619,10,13.6442687747036,0.899936725423413,10,14.403162055336,0.899936725423418,"No","No","No","No","No","No",18.6501976284585,1.09995781694894,22.2075098814229,1.24994727118619,14.1442687747036,1.39993672542341,14.903162055336,1.39993672542342,18.6501976284585,1.09995781694894,22.2075098814229,1.24994727118619,14.1442687747036,1.39993672542341,14.903162055336,1.39993672542342,-0.0244619742845039,0.202526648057655,-0.0244619742845039,0.202526648057655,0.377080258920493,-0.187634076118215
35,27,1,2,4,2,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca sexta","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",20,20,25,25,"T2",20,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Morphology","Mass","g","NA","No","Yes","A","A","C","B","D","F","B","27:A:A:C:D:F:B:B",13,"A","B","27:A:A:B:2",27,10,1.60921501706485,0.16189134779019,10,2.07508532423208,0.16189134779019,10,2.21843003412969,0.30759356080136,10,1.98805460750853,0.291404426022344,"No","No","No","No","No","No",2.10921501706485,0.66189134779019,2.57508532423208,0.66189134779019,2.71843003412969,0.80759356080136,2.48805460750853,0.791404426022344,2.10921501706485,0.66189134779019,2.57508532423208,0.66189134779019,2.71843003412969,0.80759356080136,2.48805460750853,0.791404426022344,-0.057624043618331,0.235397709943004,-0.0576240436183311,0.235397709943004,0.377080258920493,-0.382233741047012
36,27,1,2,4,3,"J. G. Kingsolver","Fluctuating Temperatures And Ectotherm Growth: Distinguishing Non-Linear And Time-Dependent Effects",2015,"Journal Of Experimental Biology",3.308,"Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca sexta","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",20,20,25,25,"T2",20,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","NA","No","Yes","A","A","C","B","D","F","B","27:A:A:C:D:F:B:B",13,"A","B","27:A:A:B:3",28,10,18.1501976284585,0.599957816948938,10,17.1067193675889,0.749947271186178,10,13.6442687747036,0.899936725423413,10,12.7430830039526,0.749947271186178,"No","No","No","No","No","No",18.6501976284585,1.09995781694894,17.6067193675889,1.24994727118618,14.1442687747036,1.39993672542341,13.2430830039526,1.24994727118618,18.6501976284585,1.09995781694894,17.6067193675889,1.24994727118618,14.1442687747036,1.39993672542341,13.2430830039526,1.24994727118618,-0.00165159969294725,0.202722306952375,-0.00165159969294725,0.202722306952375,0.377080258920493,-0.188979095813264
37,30,1,1,2,1,"P. M. Brakefield","Genotype-Environment Interactions For Insect Growth In Constant And Fluctuating Temperature Regimes",1997,"Proceedings Of The Royal Society B-Biological Sciences",5.53,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",19,19,25,25,"T2",8,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","h","Male","No","Yes","A","A","B","A","C","D","A","30:A:A:B:C:D:A:A",14,"A","B","30:A:A:B:1",29,16,1532,142,37,1228,102,37,765,87,27,803,75,"No","No","No","No","No","No",1532.5,142.5,1228.5,102.5,765.5,87.5,803.5,75.5,1532.5,142.5,1228.5,102.5,765.5,87.5,803.5,75.5,0.0449257409881602,0.168075334166817,0.0449257409881602,0.168075334166817,-1.6410659795656,0.0980147171932696
38,30,1,1,2,2,"P. M. Brakefield","Genotype-Environment Interactions For Insect Growth In Constant And Fluctuating Temperature Regimes",1997,"Proceedings Of The Royal Society B-Biological Sciences",5.53,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",19,19,25,25,"T2",8,"Alternating","1","Day","NA","NA","NA","Life-History Traits","Development Time","h","Female","No","Yes","A","A","B","B","C","D","B","30:A:A:B:C:D:B:B",15,"A","B","30:A:A:B:2",30,26,1664,178,31,1316,215,30,798,71,38,856,83,"No","No","No","No","No","No",1664.5,178.5,1316.5,215.5,798.5,71.5,856.5,83.5,1664.5,178.5,1316.5,215.5,798.5,71.5,856.5,83.5,0.0507779046979705,0.168490714907678,0.0507779046979705,0.168490714907678,-1.6410659795656,0.0938749190752763
39,30,1,1,2,3,"P. M. Brakefield","Genotype-Environment Interactions For Insect Growth In Constant And Fluctuating Temperature Regimes",1997,"Proceedings Of The Royal Society B-Biological Sciences",5.53,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",19,19,25,25,"T2",8,"Alternating","1","Day","NA","NA","NA","Morphology","Mass","mg","Male","No","Yes","A","A","B","A","C","D","A","30:A:A:B:C:D:A:A",14,"A","B","30:A:A:B:3",31,16,171,19,37,167,14,37,167,20,27,149,20,"No","No","No","No","No","No",171.5,19.5,167.5,14.5,167.5,20.5,149.5,20.5,171.5,19.5,167.5,14.5,167.5,20.5,149.5,20.5,-0.0150145071822511,0.168778459660077,-0.0150145071822511,0.168778459660077,-1.6410659795656,0.0910191230639086
40,30,1,1,2,4,"P. M. Brakefield","Genotype-Environment Interactions For Insect Growth In Constant And Fluctuating Temperature Regimes",1997,"Proceedings Of The Royal Society B-Biological Sciences",5.53,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period","NA","NA",19,19,25,25,"T2",8,"Alternating","1","Day","NA","NA","NA","Morphology","Mass","mg","Female","No","Yes","A","A","B","B","C","D","B","30:A:A:B:C:D:B:B",15,"A","B","30:A:A:B:4",32,26,210,24,31,202,20,30,209,20,38,195,21,"No","No","No","No","No","No",210.5,24.5,202.5,20.5,209.5,20.5,195.5,21.5,210.5,24.5,202.5,20.5,209.5,20.5,195.5,21.5,-0.00506959889348827,0.168155722021806,-0.00506959889348827,0.168155722021806,-1.6410659795656,0.0972119537825669
41,41,1,1,2,1,"D. Malek","Response Of Body Size And Developmental Time Of Tribolium Castaneum To Constant Versus Fluctuating Thermal Conditions",2015,"Journal Of Thermal Biology",3.189,"Metazoa","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Tribolium castaneum","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",25,25,30,30,"T2",10,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Life-History Traits","Development Time","Days","Both","No","Yes","A","A","B","A","C","D","A","41:A:A:B:C:D:A:A",16,"A","B","41:A:A:B:1",33,346,42.427597955707,2.42513062411842,371,37.8023850085179,2.5112158351343,393,24.1311754684838,2.58460012884594,381,25.9710391822828,2.54483467857273,"No","No","No","No","No","No",42.927597955707,2.92513062411842,38.3023850085179,3.0112158351343,24.6311754684838,3.08460012884594,26.4710391822828,3.04483467857273,42.927597955707,2.92513062411842,38.3023850085179,3.0112158351343,24.6311754684838,3.08460012884594,26.4710391822828,3.04483467857273,0.0372082200707507,0.200104711164396,0.0372082200707507,0.200104711164396,0.377080258920493,-0.170767144006458
42,41,1,1,2,2,"D. Malek","Response Of Body Size And Developmental Time Of Tribolium Castaneum To Constant Versus Fluctuating Thermal Conditions",2015,"Journal Of Thermal Biology",3.189,"Metazoa","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Tribolium castaneum","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",25,25,30,30,"T2",10,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Morphology","Mass","g","Female","No","Yes","A","A","B","A","C","D","A","41:A:A:B:C:D:A:A",16,"A","B","41:A:A:B:2",34,173,2.16153846153846,0.398725166743947,185,2.28176392572944,0.418764486106387,196,2.3040450928382,0.424403183023874,190,2.27433687002652,0.414592220423328,"No","No","No","No","No","No",2.66153846153846,0.898725166743947,2.78176392572944,0.918764486106387,2.8040450928382,0.924403183023874,2.77433687002652,0.914592220423328,2.66153846153846,0.898725166743947,2.78176392572944,0.918764486106387,2.8040450928382,0.924403183023874,2.77433687002652,0.914592220423328,-0.010966441062785,0.20237521547406,-0.010966441062785,0.20237521547406,0.377080258920493,-0.186591296352605
43,41,1,1,2,3,"D. Malek","Response Of Body Size And Developmental Time Of Tribolium Castaneum To Constant Versus Fluctuating Thermal Conditions",2015,"Journal Of Thermal Biology",3.189,"Metazoa","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Tribolium castaneum","Terrestrial","Developmental Plasticity","Embryo","Egg Incubation","NA","NA",25,25,30,30,"T2",10,"Sinusoidal (Sine Curve)","1","Day","NA","NA","NA","Morphology","Mass","g","Male","No","Yes","A","A","B","A","C","D","A","41:A:A:B:C:D:A:A",16,"A","B","41:A:A:B:3",35,173,2.06843832020997,0.400703748813173,185,2.19015748031496,0.411180562342257,196,2.22368766404199,0.426509186351704,190,2.18051181102362,0.416700011487543,"No","No","No","No","No","No",2.56843832020997,0.900703748813173,2.69015748031496,0.911180562342257,2.72368766404199,0.926509186351704,2.68051181102362,0.916700011487543,2.56843832020997,0.900703748813173,2.69015748031496,0.911180562342257,2.72368766404199,0.926509186351704,2.68051181102362,0.916700011487543,-0.0124561296898393,0.202536910267541,-0.0124561296898393,0.202536910267541,0.377080258920493,-0.187704686295182
